Rule class order,Rule class name,RuleType,row (within class),feast / season type,evening name,day name,Is Seasonal Time,ByDayOfWeek-Weekday,ByDayOfMonth-Year,ByDayOfMonth-Month,ByDayOfMonth-Day,OT1,OT2a,OT2b,NT1,NT2,Morning OT,Morning NT,Evening OT,Evening NT,M Psalm main,M Psalm optional,M omitted if canticle,E Psalm main,E optional,E omitted if canticle
1,BaseAdvent.cs,ByDayOfWeek,0,Advent,,1st Sunday of Advent,TRUE,Su,,,,,,,,,,,,,,,,,,
1,BaseAdvent.cs,ByDayOfWeek,1,Advent,,Week of 1st Sunday of Advent,TRUE,M,,,,Isaiah 25:1–9,Isaiah 42:18–end,N/A,Matthew 12:1–21,Revelation 19,,,,,50,54,,71,70,
1,BaseAdvent.cs,ByDayOfWeek,2,Advent,,Week of 1st Sunday of Advent,TRUE,T,,,,Isaiah 26:1–13,Isaiah 43:1–13,N/A,Matthew 12:22–37,Revelation 20,,,,,80,82,,74,75,
1,BaseAdvent.cs,ByDayOfWeek,3,Advent,,Week of 1st Sunday of Advent,TRUE,W,,,,Isaiah 28:1–13,Isaiah 43:14–end,N/A,Matthew 12:38–end,Revelation 21:1–8,,,,,7,5,,77,76,
1,BaseAdvent.cs,ByDayOfWeek,4,Advent,,Week of 1st Sunday of Advent,TRUE,Th,,,,Isaiah 28:14–end,Isaiah 44:1–8,N/A,Matthew 13:1–23,Revelation 21:9–21,,,,,42,43,,40,46,
1,BaseAdvent.cs,ByDayOfWeek,5,Advent,,Week of 1st Sunday of Advent,TRUE,F,,,,Isaiah 29:1–14,Isaiah 44:9–23,N/A,Matthew 13:24–43,Revelation 21:22–22:5,,,,,25,26,,17,16,
1,BaseAdvent.cs,ByDayOfWeek,6,Advent,,Week of 1st Sunday of Advent,TRUE,S,,,,Isaiah 29:15–end,Isaiah 44:24–45:13,N/A,Matthew 13:44–end,Revelation 22:6–end,,,,,9,,10,27,27,
1,BaseAdvent.cs,ByDayOfWeek,7,Advent,,2nd Sunday of Advent,TRUE,Su,,,,,,,,,,,,,,,,,,
1,BaseAdvent.cs,ByDayOfWeek,8,Advent,,Week of 2nd Sunday of Advent,TRUE,M,,,,Isaiah 30:1–18,Isaiah 45:14–end,N/A,Matthew 14:1–12,1 Thessalonians 1,,,,,44,,,144,146,
1,BaseAdvent.cs,ByDayOfWeek,9,Advent,,Week of 2nd Sunday of Advent,TRUE,T,,,,Isaiah 30:19–end,Isaiah 46,N/A,Matthew 14:13–end,1 Thessalonians 2:1–12,,,,,56,57,,11,"12,13",
1,BaseAdvent.cs,ByDayOfWeek,10,Advent,,Week of 2nd Sunday of Advent,TRUE,W,,,,Isaiah 31,Isaiah 47,N/A,Matthew 15:1–20,1 Thessalonians 2:13–end,,,,,62,63,,10,14,
1,BaseAdvent.cs,ByDayOfWeek,11,Advent,,Week of 2nd Sunday of Advent,TRUE,Th,,,,Isaiah 32,Isaiah 48:1–11,N/A,Matthew 15:21–28,1 Thessalonians 3,,,,,54,"53, 60",,73,,
1,BaseAdvent.cs,ByDayOfWeek,12,Advent,,Week of 2nd Sunday of Advent,TRUE,F,,,,Isaiah 33:1–22,Isaiah 48:12–end,N/A,Matthew 15:29–end,1 Thessalonians 4:1–12,,,,,86,85,,90,82,
1,BaseAdvent.cs,ByDayOfWeek,13,Advent,,Week of 2nd Sunday of Advent,TRUE,S,,,,Isaiah 35,Isaiah 49:1–13,N/A,Matthew 16:1–12,1 Thessalonians 4:13–end,,,,,145,,,94,93,
1,BaseAdvent.cs,ByDayOfWeek,14,Advent,,3rd Sunday of Advent,TRUE,Su,,,,,,,,,,,,,,,,,,
1,BaseAdvent.cs,ByDayOfWeek,15,Advent,,Week of 3rd Sunday of Advent,TRUE,M,,,,"Isaiah 38:1–8,38:21–22",Isaiah 49:14–25,N/A,Matthew 16:13–end,1 Thessalonians 5:1–11,,,,,40,,,26,25,
1,BaseAdvent.cs,ByDayOfWeek,16,Advent,,Week of 3rd Sunday of Advent,TRUE,T,,,,Isaiah 38:9–20,Isaiah 50,N/A,Matthew 17:1–13,1 Thessalonians 5:12–end,,,,,70,74,,50,54,
1,BaseAdvent.cs,ByDayOfWeek,17,Advent,,Week of 3rd Sunday of Advent,TRUE,W,,,,Isaiah 39,Isaiah 51:1–8,N/A,Matthew 17:14–21,2 Thessalonians 1,,,,,75,96,,82,25,
1,BaseAdvent.cs,ByDayOfWeek,18,Advent,,Week of 3rd Sunday of Advent,TRUE,Th,,,,Zephaniah 1:1–2:3,Isaiah 51:9–16,N/A,Matthew 17:22–end,2 Thessalonians 2,,,,,76,97,,44,,
1,BaseAdvent.cs,ByDayOfWeek,19,Advent,,Week of 3rd Sunday of Advent,TRUE,F,,,,Zephaniah 3:1–13,Isaiah 51:17–end,N/A,Matthew 18:1–20,2 Thessalonians 3,,,,,98,77,,49,,
1,BaseAdvent.cs,ByDayOfWeek,20,Advent,,Week of 3rd Sunday of Advent,TRUE,S,,,,Zephaniah 3:14–end,Isaiah 52:1–12,N/A,Matthew 18:21–end,Jude,,,,,71,,,43,42,
1,BaseAdvent.cs,ByDayOfWeek,21,Advent,,4th Sunday of Advent,TRUE,Su,,,,,,,,,,,,,,,,,,
1,BaseAdvent.cs,ByDayOfWeek,22,Advent,,Week of 4th Sunday of Advent,TRUE,M,,,,"Malachi 1:1,1:6–end",Isaiah 52:13–end; Isaiah 53,N/A,Matthew 19:1–12,2 Peter 1:1–15,,,,,,,,,,
1,BaseAdvent.cs,ByDayOfWeek,23,Advent,,Week of 4th Sunday of Advent,TRUE,T,,,,Malachi 2:1–16,Isaiah 54,N/A,Matthew 19:13–15,2 Peter 1:16–2:3,,,,,,,,,,
1,BaseAdvent.cs,ByDayOfWeek,24,Advent,,Week of 4th Sunday of Advent,TRUE,W,,,,Malachi 2:17–3:12,Isaiah 55,N/A,Matthew 19:16–end,2 Peter 2:4–end,,,,,,,,,,
1,BaseAdvent.cs,ByDayOfWeek,25,Advent,,Week of 4th Sunday of Advent,TRUE,Th,,,,Malachi 3:13–end; Malachi 4,Isaiah 56:1–8,N/A,Matthew 23:1–12,2 Peter 3,,,,,,,,,,
1,BaseAdvent.cs,ByDayOfWeek,26,Advent,,Week of 4th Sunday of Advent,TRUE,F,,,,Nahum 1,Isaiah 63:1–6,N/A,Matthew 23:13–28,2 John,,,,,,,,,,
1,BaseAdvent.cs,ByDayOfWeek,27,Advent,,Week of 4th Sunday of Advent,TRUE,S,,,,Obadiah,Isaiah 58,N/A,Matthew 23:29–end,3 John,,,,,,,,,,
1,BaseAdvent.cs,ByDayOfWeek,28,,,1st Sunday of Christmas,TRUE,Su,,,,,,,,,,,,,,,,,,
1,BaseAdvent.cs,ByDayOfWeek,29,,,Week of 1st Sunday of Christmas,TRUE,M,,,,,,,,,,,,,,,,,,
1,BaseAdvent.cs,ByDayOfWeek,30,,,Week of 1st Sunday of Christmas,TRUE,T,,,,,,,,,,,,,,,,,,
1,BaseAdvent.cs,ByDayOfWeek,31,,,Week of 1st Sunday of Christmas,TRUE,W,,,,,,,,,,,,,,,,,,
1,BaseAdvent.cs,ByDayOfWeek,32,,,Week of 1st Sunday of Christmas,TRUE,Th,,,,,,,,,,,,,,,,,,
1,BaseAdvent.cs,ByDayOfWeek,33,,,Week of 1st Sunday of Christmas,TRUE,F,,,,,,,,,,,,,,,,,,
1,BaseAdvent.cs,ByDayOfWeek,34,,,Week of 1st Sunday of Christmas,TRUE,S,,,,,,,,,,,,,,,,,,
1,BaseAdvent.cs,ByDayOfWeek,35,,,2nd Sunday of Christmas,TRUE,Su,,,,,,,,,,,,,,,,,,
1,BaseAdvent.cs,ByDayOfWeek,36,,,Week of 2nd Sunday of Christmas,TRUE,M,,,,,,,,,,,,,,,,,,
1,BaseAdvent.cs,ByDayOfWeek,37,,,Week of 2nd Sunday of Christmas,TRUE,T,,,,,,,,,,,,,,,,,,
1,BaseAdvent.cs,ByDayOfWeek,38,,,Week of 2nd Sunday of Christmas,TRUE,W,,,,,,,,,,,,,,,,,,
1,BaseAdvent.cs,ByDayOfWeek,39,,,Week of 2nd Sunday of Christmas,TRUE,Th,,,,,,,,,,,,,,,,,,
1,BaseAdvent.cs,ByDayOfWeek,40,,,Week of 2nd Sunday of Christmas,TRUE,F,,,,,,,,,,,,,,,,,,
1,BaseAdvent.cs,ByDayOfWeek,41,,,Week of 2nd Sunday of Christmas,TRUE,S,,,,,,,,,,,,,,,,,,
2,SpecificDaysInAdventAndEpiphany.cs,ByDayOfMonth,1,,,,TRUE,,,12,19,,,,,,,,,,146,144,,57,10,
2,SpecificDaysInAdventAndEpiphany.cs,ByDayOfMonth,2,,,,TRUE,,,12,20,,,,,,,,,,46,95,,4,9,
2,SpecificDaysInAdventAndEpiphany.cs,ByDayOfMonth,3,,,,TRUE,,,12,21,,,,,,,,,,121,"122, 123",,84,80,
2,SpecificDaysInAdventAndEpiphany.cs,ByDayOfMonth,4,,,,TRUE,,,12,22,,,,,,,,,,124,"125,126,127",,24,48,
2,SpecificDaysInAdventAndEpiphany.cs,ByDayOfMonth,5,,,,TRUE,,,12,23,,,,,,,,,,130,"128,129,131",,89:1-37,,
2,SpecificDaysInAdventAndEpiphany.cs,ByDayOfMonth,6,EveningBefore,,Christmas eve,TRUE,,,12,24,,,,,,,,Zechariah 2,Revelation 1:1-8,45,113,,85,,
2,SpecificDaysInAdventAndEpiphany.cs,ByDayOfMonth,7,PrincipalFeast;PrincipalHolyDay,,Christmas day,TRUE,,,12,25,,,,,,Isaiah 62:1-5,Matthew 1:18-25,Isaiah 65:17-25,Philippians 2:5-11; Luke 2:1-20,110,117,,8,,
2,SpecificDaysInAdventAndEpiphany.cs,ByDayOfMonth,8,Festival,,"St Stephen, the first Christian Martyr",TRUE,,,12,26,,,,,,Jeremiah 26:12-15,Acts 6,Genesis 4:1-10,Matthew 23:34-39,13,"31:1-8, 150",,86,57,
2,SpecificDaysInAdventAndEpiphany.cs,ByDayOfMonth,9,Festival,,St John the Evangelist,TRUE,,,12,27,,,,,,Exodus 33:12-23,1 John 2:1-11,Isaiah 6:1-8,1 John 5:1-12,21,147:13-end,,97,,
2,SpecificDaysInAdventAndEpiphany.cs,ByDayOfMonth,10,Festival,,Holy Innocents,TRUE,,,12,28,,,,,,Genesis 37:13-20,Matthew 18:1-10,Isaiah 49:14-25,Mark 10:13-16,36,146,,128,123,
2,SpecificDaysInAdventAndEpiphany.cs,ByDayOfMonth,11,,,,TRUE,,,12,29,Jonah 1,Isaiah 57:15–end,,Colossians 1:1–14,John 1:1–18,,,,,19,20,,132,131,
2,SpecificDaysInAdventAndEpiphany.cs,ByDayOfMonth,12,,,,TRUE,,,12,30,Jonah 2,Isaiah 59:1–15a,,Colossians 1:15–23,John 1:19–28,,,,,113,"111,112",,65,84,
2,SpecificDaysInAdventAndEpiphany.cs,ByDayOfMonth,13,,,,TRUE,,,12,31,Jonah 3; Jonah 4,Isaiah 59:15b–end,,Colossians 1:24–2:7,John 1:29–34,,,,,102,,,90,148,
2,SpecificDaysInAdventAndEpiphany.cs,ByDayOfMonth,14,Festival,,The naming of Jesus,TRUE,,,1,1,,,,,,Genesis 17:1-13,Romans 2:17-29,Deuteronomy 30:1-20,Acts 3:1-16,103,150,,115,,
2,SpecificDaysInAdventAndEpiphany.cs,ByDayOfMonth,15,,,,TRUE,,,1,2,Ruth 1,Isaiah 60:1–12,,Colossians 2:8–end,John 1:35–42,,,,,18:1-30,,,46,45,
2,SpecificDaysInAdventAndEpiphany.cs,ByDayOfMonth,16,,,,TRUE,,,1,3,Ruth 2,Isaiah 60:13–end,,Colossians 3:1–11,John 1:43–end,,,,,127,"128,131",,2,110,
2,SpecificDaysInAdventAndEpiphany.cs,ByDayOfMonth,17,,,,TRUE,,,1,4,Ruth 3,Isaiah 61,,Colossians 3:12–4:1,John 2:1–12,,,,,89:1-37,,,87,85,
2,SpecificDaysInAdventAndEpiphany.cs,ByDayOfMonth,18,EveningBefore,1st EP of the Epiphany,,TRUE,,,1,5,Ruth 4:1–17,Isaiah 62,,Colossians 4:2–end,John 2:13–end,,,Isaiah 49:1-13,John 4:7-26,48,8,,97,96,
2,SpecificDaysInAdventAndEpiphany.cs,ByDayOfMonth,19,PrincipalFeast;PrincipalHolyDay,,The Epiphany,TRUE,,,1,6,,,,,,Jeremiah 31:7-14,John 1:29-34,Isaiah 60:1-9,John 2:1-11,132,113,,"98,100",,
2,SpecificDaysInAdventAndEpiphany.cs,ByDayOfMonth,20,,,,TRUE,,,1,7,Jeremiah 23:1–8,Isaiah 63:7–end,,Matthew 20:1–16,1 John 3,,,,,99,147:1-12,,118,,
2,SpecificDaysInAdventAndEpiphany.cs,ByDayOfMonth,21,,,,TRUE,,,1,8,Jeremiah 30:1–17,Isaiah 64,,Matthew 20:17–28,1 John 4:7–end,,,,,46,147:13-end,,145,,
2,SpecificDaysInAdventAndEpiphany.cs,ByDayOfMonth,22,,,,TRUE,,,1,9,Jeremiah 30:18–31:9,Isaiah 65:1–16,,Matthew 20:29–end,1 John 5:1–12,,,,,148,2,,67,72,
2,SpecificDaysInAdventAndEpiphany.cs,ByDayOfMonth,23,,,,TRUE,,,1,10,Jeremiah 31:10–17,Isaiah 65:17–end,,Matthew 23:1–12,1 John 5:13–end,,,,,149,97,,29,27,
2,SpecificDaysInAdventAndEpiphany.cs,ByDayOfMonth,24,,,,TRUE,,,1,11,Jeremiah 33:14–end,Isaiah 66:1–11,,Matthew 23:13–28,2 John,,,,,150,98,,93,132,
2,SpecificDaysInAdventAndEpiphany.cs,ByDayOfMonth,25,,,,TRUE,,,1,12,Micah 5:2–end,Isaiah 66:12–23,,Matthew 23:29–end,3 John,,,,,96,145,,66,110,
3,FourWeeksAfterEpiphany.cs,ByDayOfWeek,1,EveningBefore,1st EP of the Baptism of the Lord,Week of 2nd Sunday of Christmas,TRUE,S,,,,,,,,,,,Isaiah 61,Titus 2:11-14;Titus 3:4-7,,,,36,,
3,FourWeeksAfterEpiphany.cs,ByDayOfWeek,2,Festival,,The Baptism of the Lord,TRUE,Su,,,,,,,,,,,,,,,,,,
3,FourWeeksAfterEpiphany.cs,ByDayOfWeek,3,,,Week of 1st Sunday after the Epiphany,TRUE,M,,,,Genesis 1:1–19,Amos 1,N/A,Matthew 21:1–17,1 Corinthians 1:1–17,,,,,2,110,,34,36,
3,FourWeeksAfterEpiphany.cs,ByDayOfWeek,4,,,Week of 1st Sunday after the Epiphany,TRUE,T,,,,Genesis 1:20–2:3,Amos 2,N/A,Matthew 21:18–32,1 Corinthians 1:18–end,,,,,9,8,,45,46,
3,FourWeeksAfterEpiphany.cs,ByDayOfWeek,5,,,Week of 1st Sunday after the Epiphany,TRUE,W,,,,Genesis 2:4–end,Amos 3,N/A,Matthew 21:33–end,1 Corinthians 2,,,,,20,19,,47,48,
3,FourWeeksAfterEpiphany.cs,ByDayOfWeek,6,,,Week of 1st Sunday after the Epiphany,TRUE,Th,,,,Genesis 3,Amos 4,N/A,Matthew 22:1–14,1 Corinthians 3,,,,,21,24,,61,65,
3,FourWeeksAfterEpiphany.cs,ByDayOfWeek,7,,,Week of 1st Sunday after the Epiphany,TRUE,F,,,,"Genesis 4:1–16,4:25–26",Amos 5:1–17,N/A,Matthew 22:15–33,1 Corinthians 4,,,,,67,72,,68,,
3,FourWeeksAfterEpiphany.cs,ByDayOfWeek,8,,,Week of 1st Sunday after the Epiphany,TRUE,S,,,,Genesis 6:1–10,Amos 5:18–end,N/A,Matthew 22:34–end,1 Corinthians 5,,,,,33,29,,85,84,
3,FourWeeksAfterEpiphany.cs,ByDayOfWeek,9,,,2nd Sunday after the Epiphany,TRUE,Su,,,,,,,,,,,,,,,,,,
3,FourWeeksAfterEpiphany.cs,ByDayOfWeek,10,,,Week of 2nd Sunday after the Epiphany,TRUE,M,,,,Genesis 6:11–7:10,Amos 6,N/A,Matthew 24:1–14,1 Corinthians 6:1–11,,,,,146,145,,71,,
3,FourWeeksAfterEpiphany.cs,ByDayOfWeek,11,,,Week of 2nd Sunday after the Epiphany,TRUE,T,,,,Genesis 7:11–end,Amos 7,N/A,Matthew 24:15–28,1 Corinthians 6:12–end,,,,,132,147:1-12,,89:1-37,,
3,FourWeeksAfterEpiphany.cs,ByDayOfWeek,12,,,Week of 2nd Sunday after the Epiphany,TRUE,W,,,,Genesis 8:1–14,Amos 8,N/A,Matthew 24:29–end,1 Corinthians 7:1–24,,,,,81,147:13-end,,97,98,
3,FourWeeksAfterEpiphany.cs,ByDayOfWeek,13,,,Week of 2nd Sunday after the Epiphany,TRUE,Th,,,,Genesis 8:15–9:7,Amos 9,N/A,Matthew 25:1–13,1 Corinthians 7:25–end,,,,,76,148,,111,"99,100",
3,FourWeeksAfterEpiphany.cs,ByDayOfWeek,14,,,Week of 2nd Sunday after the Epiphany,TRUE,F,,,,Genesis 9:8–19,Hosea 1:1–2:1,N/A,Matthew 25:14–30,1 Corinthians 8,,,,,27,149,,73,,
3,FourWeeksAfterEpiphany.cs,ByDayOfWeek,15,,,Week of 2nd Sunday after the Epiphany,TRUE,S,,,,Genesis 11:1–9,Hosea 2:2–17,N/A,Matthew 25:31–end,1 Corinthians 9:1–14,,,,,122,"128,150",,61,66,
3,FourWeeksAfterEpiphany.cs,ByDayOfWeek,16,,,3rd Sunday after the Epiphany,TRUE,Su,,,,,,,,,,,,,,,,,,
3,FourWeeksAfterEpiphany.cs,ByDayOfWeek,17,,,Week of 3rd Sunday after the Epiphany,TRUE,M,,,,Genesis 11:27–12:9,Hosea 2:18–end; Hosea 3,N/A,Matthew 26:1–16,1 Corinthians 9:15–end,,,,,108,40,,138,144,
3,FourWeeksAfterEpiphany.cs,ByDayOfWeek,18,,,Week of 3rd Sunday after the Epiphany,TRUE,T,,,,Genesis 13:2–end,Hosea 4:1–16,N/A,Matthew 26:17–35,1 Corinthians 10:1–13,,,,,36,34,,145,,
3,FourWeeksAfterEpiphany.cs,ByDayOfWeek,19,,,Week of 3rd Sunday after the Epiphany,TRUE,W,,,,Genesis 14,Hosea 5:1–7,N/A,Matthew 26:36–46,1 Corinthians 10:14–11:1,,,,,46,45,,29,21,
3,FourWeeksAfterEpiphany.cs,ByDayOfWeek,20,,,Week of 3rd Sunday after the Epiphany,TRUE,Th,,,,Genesis 15,Hosea 5:8–6:6,N/A,Matthew 26:47–56,1 Corinthians 11:2–16,,,,,47,48,,24,33,
3,FourWeeksAfterEpiphany.cs,ByDayOfWeek,21,,,Week of 3rd Sunday after the Epiphany,TRUE,F,,,,Genesis 16,Hosea 6:7–7:2,N/A,Matthew 26:57–end,1 Corinthians 11:17–end,,,,,65,61,,67,77,
3,FourWeeksAfterEpiphany.cs,ByDayOfWeek,22,,,Week of 3rd Sunday after the Epiphany,TRUE,S,,,,Genesis 17:1–22,Hosea 8,N/A,Matthew 27:1–10,1 Corinthians 12:1–11,,,,,68,,,72,76,
3,FourWeeksAfterEpiphany.cs,ByDayOfWeek,23,,,4th Sunday after the Epiphany,TRUE,Su,,,,,,,,,,,,,,,,,,
3,FourWeeksAfterEpiphany.cs,ByDayOfWeek,24,,,Week of 4th Sunday after the Epiphany,TRUE,M,,,,Genesis 18:1–15,Hosea 9,N/A,Matthew 27:11–26,1 Corinthians 12:12–end,,,,,57,96,,20,2,
3,FourWeeksAfterEpiphany.cs,ByDayOfWeek,25,,,Week of 4th Sunday after the Epiphany,TRUE,T,,,,Genesis 18:16–end,Hosea 10,N/A,Matthew 27:27–44,1 Corinthians 13,,,,,93,97,,19,21,
3,FourWeeksAfterEpiphany.cs,ByDayOfWeek,26,,,Week of 4th Sunday after the Epiphany,TRUE,W,,,,"Genesis 19:1–3,19:12–29",Hosea 11:1–11,N/A,Matthew 27:45–56,1 Corinthians 14:1–19,,,,,95,98,,81,111,
3,FourWeeksAfterEpiphany.cs,ByDayOfWeek,27,,,Week of 4th Sunday after the Epiphany,TRUE,Th,,,,Genesis 21:1–21,Hosea 11:12–end; Hosea 12,N/A,Matthew 27:57–end,1 Corinthians 14:20–end,,,,,110,99,,86,87,
3,FourWeeksAfterEpiphany.cs,ByDayOfWeek,28,,,Week of 4th Sunday after the Epiphany,TRUE,F,,,,Genesis 22:1–19,Hosea 13:1–14,N/A,Matthew 28:1–15,1 Corinthians 16:1–9,,,,,115,113,,147,146,
3,FourWeeksAfterEpiphany.cs,ByDayOfWeek,29,,,Week of 4th Sunday after the Epiphany,TRUE,S,,,,Genesis 23,Hosea 14,N/A,Matthew 28:16–end,1 Corinthians 16:10-end,,,,,118,,,150,"148,149",
4,Lent.cs,ByDayOfWeek,1,,,5th Sunday before Lent,FALSE,Su,,,,,,,,,,,,,,,,,,
4,Lent.cs,ByDayOfWeek,2,,,Week of 5th Sunday before Lent,FALSE,M,,,,Exodus 22:21–27; Exodus 23:1–17,1 Chronicles 10:1–11:9,"Mal: 1:1,1:6–end",Philippians 1:1–11,John 13:1–11,,,,,,,,,,
4,Lent.cs,ByDayOfWeek,3,,,Week of 5th Sunday before Lent,FALSE,T,,,,Exodus 29:38–30:16,1 Chronicles 13,Mal: 2:1–16,Philippians 1:12–end,John 13:12–20,,,,,,,,,,
4,Lent.cs,ByDayOfWeek,4,,,Week of 5th Sunday before Lent,FALSE,W,,,,Leviticus 8,1 Chronicles 15:1–16:3,Mal: 2:17–3:12,Philippians 2:1–13,John 13:21–30,,,,,,,,,,
4,Lent.cs,ByDayOfWeek,5,,,Week of 5th Sunday before Lent,FALSE,Th,,,,Leviticus 9,1 Chronicles 17,Mal: 3:13–end; Mal: 4,Philippians 2:14–end,John 13:31–end,,,,,,,,,,
4,Lent.cs,ByDayOfWeek,6,,,Week of 5th Sunday before Lent,FALSE,F,,,,Leviticus 16:2–24,1 Chronicles 21:1–22:1,Nahum 1,Philippians 3:1–4:1,John 14:1–14,,,,,,,,,,
4,Lent.cs,ByDayOfWeek,7,,,Week of 5th Sunday before Lent,FALSE,S,,,,Leviticus 17,1 Chronicles 22:2–end,Obadiah,Philippians 4:2–end,John 14:15–end,,,,,,,,,,
4,Lent.cs,ByDayOfWeek,8,,,4th Sunday before Lent,FALSE,Su,,,,,,,,,,,,,,,,,,
4,Lent.cs,ByDayOfWeek,9,,,Week of 4th Sunday before Lent,FALSE,M,,,,"Leviticus 19:1–18,19:30–end",1 Chronicles 28:1–10,Joel 1:1–14,1 Timothy 1:1–17,John 15:1–11,,,,,,,,,,
4,Lent.cs,ByDayOfWeek,10,,,Week of 4th Sunday before Lent,FALSE,T,,,,Leviticus 23:1–22,1 Chronicles 28:11–end,Joel 1:15–end,1 Timothy 1:18–end; 1 Timothy 2,John 15:12–17,,,,,,,,,,
4,Lent.cs,ByDayOfWeek,11,,,Week of 4th Sunday before Lent,FALSE,W,,,,Leviticus 23:23–end,1 Chronicles 29:1–9,Joel 2:1–17,1 Timothy 3,John 15:18–end,,,,,,,,,,
4,Lent.cs,ByDayOfWeek,12,,,Week of 4th Sunday before Lent,FALSE,Th,,,,Leviticus 24:1–9,1 Chronicles 29:10–20,Joel 2:18–27,1 Timothy 4,John 16:1–15,,,,,,,,,,
4,Lent.cs,ByDayOfWeek,13,,,Week of 4th Sunday before Lent,FALSE,F,,,,Leviticus 25:1–24,1 Chronicles 29:21–end,Joel 2:28–end,1 Timothy 5:1–16,John 16:16–22,,,,,,,,,,
4,Lent.cs,ByDayOfWeek,14,,,Week of 4th Sunday before Lent,FALSE,S,,,,"Numbers 6:1–5,6:21–end",2 Chronicles 1:1–13,"Joel 3:1–3,3:9–end",1 Timothy 5:17–end,John 16:23–end,,,,,,,,,,
4,Lent.cs,ByDayOfWeek,15,,,3rd Sunday before Lent,FALSE,Su,,,,,,,,,,,,,,,,,,
4,Lent.cs,ByDayOfWeek,16,,,Week of 3rd Sunday before Lent,FALSE,M,,,,Genesis 24:1–28,2 Chronicles 2:1–16,Ecclesiastes 1,1 Timothy 6:1–10,John 17:1–5,,,,,,,,,,
4,Lent.cs,ByDayOfWeek,17,,,Week of 3rd Sunday before Lent,FALSE,T,,,,Genesis 24:29–end,2 Chronicles 3,Ecclesiastes 2,1 Timothy 6:11–end,John 17:6–19,,,,,,,,,,
4,Lent.cs,ByDayOfWeek,18,,,Week of 3rd Sunday before Lent,FALSE,W,,,,"Genesis 25:7–11,25:19–end",2 Chronicles 5,Ecclesiastes 3:1–15,2 Timothy 1:1–14,John 17:20–end,,,,,,,,,,
4,Lent.cs,ByDayOfWeek,19,,,Week of 3rd Sunday before Lent,FALSE,Th,,,,Genesis 26:34–27:40,2 Chronicles 6:1–21,Ecclesiastes 3:16–end; Ecclesiastes 4,2 Timothy 1:15–2:13,John 18:1–11,,,,,,,,,,
4,Lent.cs,ByDayOfWeek,20,,,Week of 3rd Sunday before Lent,FALSE,F,,,,Genesis 27:41–end; Genesis 28,2 Chronicles 6:22–end,Ecclesiastes 5,2 Timothy 2:14–end,John 18:12–27,,,,,,,,,,
4,Lent.cs,ByDayOfWeek,21,,,Week of 3rd Sunday before Lent,FALSE,S,,,,Genesis 29:1–30,2 Chronicles 7,Ecclesiastes 6,2 Timothy 3,John 18:28–end,,,,,,,,,,
