Rule class order,Rule class name,RuleType,row (within class),feast / season type,evening name,day name,Is Seasonal Time,ByDayOfWeek-Weekday,ByDayOfMonth-Year,ByDayOfMonth-Month,ByDayOfMonth-Day,OT1,OT2a,OT2b,NT1,NT2,Morning OT,Morning NT,Evening OT,Evening NT,M Psalm main,M Psalm optional,M omitted if canticle,E Psalm main,E optional,E omitted if canticle
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,6,,,Week after Pentecost,FALSE,S,,,,Joshua 6:1–20,2 Chronicles 24:1–22,Job 6,Luke 10:17–24,Romans 3:21–end,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,7,,,Trinity Sunday,,Su,,,,,,,,,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,8,,,Week of Trinity Sunday,FALSE,M,,,,Joshua 7:1–15,2 Chronicles 26:1–21,Job 7,Luke 10:25–37,Romans 4:1–12,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,9,,,Week of Trinity Sunday,FALSE,T,,,,Joshua 7:16–end,2 Chronicles 28,Job 8,Luke 10:38–end,Romans 4:13–end,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,10,,,Week of Trinity Sunday,FALSE,W,,,,Joshua 8:1–29,2 Chronicles 29:1–19,Job 9,Luke 11:1–13,Romans 5:1–11,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,11,,,Week of Trinity Sunday,FALSE,Th,,,,Joshua 8:30–end,2 Chronicles 29:20–end,Job 10,Luke 11:14–28,Romans 5:12–end,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,12,,,Week of Trinity Sunday,FALSE,F,,,,Joshua 9:3–26,2 Chronicles 30,Job 11,Luke 11:29–36,Romans 6:1–14,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,13,,,Week of Trinity Sunday,FALSE,S,,,,Joshua 10:1–15,2 Chronicles 32:1–22,Job 12,Luke 11:37–end,Romans 6:15–end,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,14,,,12th Sunday in Ordinary Time (Te Pouhere Sunday),,Su,,,,,,,,,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,15,,,Week of 12th Sunday in Ordinary Time,FALSE,M,,,,Joshua 14,2 Chronicles 33:1–13,Job 13,Luke 12:1–12,Romans 7:1–6,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,16,,,Week of 12th Sunday in Ordinary Time,FALSE,T,,,,Joshua 21:43–22:8,2 Chronicles 34:1–18,Job 14,Luke 12:13–21,Romans 7:7–end,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,17,,,Week of 12th Sunday in Ordinary Time,FALSE,W,,,,Joshua 22:9–end,2 Chronicles 34:19–end,Job 15,Luke 12:22–31,Romans 8:1–11,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,18,,,Week of 12th Sunday in Ordinary Time,FALSE,Th,,,,Joshua 23,2 Chronicles 35:1–19,Job 16:1–17:2,Luke 12:32–40,Romans 8:12–17,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,19,,,Week of 12th Sunday in Ordinary Time,FALSE,F,,,,Joshua 24:1–28,2 Chronicles 35:20–36:10,Job 17:3–end,Luke 12:41–48,Romans 8:18–30,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,20,,,Week of 12th Sunday in Ordinary Time,FALSE,S,,,,Joshua 24:29–end,2 Chronicles 36:11–end,Job 18,Luke 12:49–end,Romans 8:31–end,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,21,,,13th Sunday in Ordinary Time,,Su,,,,,,,,,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,22,,,Week of 13th Sunday in Ordinary Time,FALSE,M,,,,Judges 2,Ezra 1,Job 19,Luke 13:1–9,Romans 9:1–18,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,23,,,Week of 13th Sunday in Ordinary Time,FALSE,T,,,,Judges 4:1–23,Ezra 3,Job 21,Luke 13:10–21,Romans 9:19–end,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,24,,,Week of 13th Sunday in Ordinary Time,FALSE,W,,,,Judges 5,Ezra 4:1–5,Job 22,Luke 13:22–end,Romans 10:1–10,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,25,,,Week of 13th Sunday in Ordinary Time,FALSE,Th,,,,Judges 6:1–24,Ezra 4:7–end,Job 23,Luke 14:1–11,Romans 10:11–end,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,26,,,Week of 13th Sunday in Ordinary Time,FALSE,F,,,,Judges 6:25–end,Ezra 5,Job 24,Luke 14:12–24,Romans 11:1–12,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,27,,,Week of 13th Sunday in Ordinary Time,FALSE,S,,,,Judges 7,Ezra 6,Job 25–26,Luke 14:25–end,Romans 11:13–24,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,28,,,14th Sunday in Ordinary Time,,Su,,,,,,,,,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,29,,,Week of 14th Sunday in Ordinary Time,FALSE,M,,,,Judges 8:22–end,Ezra 7,Job 27,Luke 15:1–10,Romans 11:25–end,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,30,,,Week of 14th Sunday in Ordinary Time,FALSE,T,,,,Judges 9:1–21,Ezra 8:15–end,Job 28,Luke 15:11–end,Romans 12:1–8,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,31,,,Week of 14th Sunday in Ordinary Time,FALSE,W,,,,Judges 9:22–end,Ezra 9,Job 29,Luke 16:1–18,Romans 12:9–end,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,32,,,Week of 14th Sunday in Ordinary Time,FALSE,Th,,,,Judges 11:1–11,Ezra 10:1–17,Job 30,Luke 16:19–end,Romans 13:1–7,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,33,,,Week of 14th Sunday in Ordinary Time,FALSE,F,,,,Judges 11:29–end,Nehemiah 1,Job 31,Luke 17:1–10,Romans 13:8–end,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,34,,,Week of 14th Sunday in Ordinary Time,FALSE,S,,,,Judges 12:1–7,Nehemiah 2,Job 32,Luke 17:11–19,Romans 14:1–12,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,35,,,15th Sunday in Ordinary Time,,Su,,,,,,,,,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,36,,,Week of 15th Sunday in Ordinary Time,FALSE,M,,,,Judges 13:1–24,Nehemiah 4,Job 33,Luke 17:20–end,Romans 14:13–end,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,37,,,Week of 15th Sunday in Ordinary Time,FALSE,T,,,,Judges 14,Nehemiah 5,Job 38,Luke 18:1–14,Romans 15:1–13,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,38,,,Week of 15th Sunday in Ordinary Time,FALSE,W,,,,Judges 15:1–16:3,Nehemiah 6:1–7:4,Job 39,Luke 18:15–30,Romans 15:14–21,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,39,,,Week of 15th Sunday in Ordinary Time,FALSE,Th,,,,Judges 16:4–end,Nehemiah 7:73b–end; Nehemiah 8,Job 40,Luke 18:31–end,Romans 15:22–end,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,40,,,Week of 15th Sunday in Ordinary Time,FALSE,F,,,,Judges 17,Nehemiah 9:1–23,Job 41,Luke 19:1–10,Romans 16:1–16,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,41,,,Week of 15th Sunday in Ordinary Time,FALSE,S,,,,"Judges 18:1–20,18:27–end",Nehemiah 9:24–end,Job 42,Luke 19:11–27,Romans 16:17–end,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,42,,,16th Sunday in Ordinary Time,,Su,,,,,,,,,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,43,,,Week of 16th Sunday in Ordinary Time,FALSE,M,,,,1 Samuel 1:1–20,Nehemiah 12:27–47,Ezekiel 1:1–14,Luke 19:28–40,2 Corinthians 1:1–14,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,44,,,Week of 16th Sunday in Ordinary Time,FALSE,T,,,,1 Samuel 1:21–2:11,Nehemiah 13:1–14,Ezekiel 1:15–2:2,Luke 19:41–end,2 Corinthians 1:15–2:4,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,45,,,Week of 16th Sunday in Ordinary Time,FALSE,W,,,,1 Samuel 2:12–26,Nehemiah 13:15–end,Ezekiel 2:3–3:11,Luke 20:1–8,2 Corinthians 2:5–end,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,46,,,Week of 16th Sunday in Ordinary Time,FALSE,Th,,,,1 Samuel 2:27–end,Esther 1,Ezekiel 3:12–end,Luke 20:9–19,2 Corinthians 3,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,47,,,Week of 16th Sunday in Ordinary Time,FALSE,F,,,,1 Samuel 3:1–4:1a,Esther 2,Ezekiel 8,Luke 20:20–26,2 Corinthians 4,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,48,,,Week of 16th Sunday in Ordinary Time,FALSE,S,,,,1 Samuel 4:1b–end,Esther 3,Ezekiel 9,Luke 20:27–40,2 Corinthians 5,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,49,,,17th Sunday in Ordinary Time,,Su,,,,,,,,,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,50,,,Week of 17th Sunday in Ordinary Time,FALSE,M,,,,1 Samuel 5,Esther 4,Ezekiel 10:1–19,Luke 20:41–21:4,2 Corinthians 6:1–7:1,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,51,,,Week of 17th Sunday in Ordinary Time,FALSE,T,,,,1 Samuel 6:1–16,Esther 5,Ezekiel 11:14–end,Luke 21:5–19,2 Corinthians 7:2–end,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,52,,,Week of 17th Sunday in Ordinary Time,FALSE,W,,,,1 Samuel 7,Esther 6:1–13,Ezekiel 12:1–16,Luke 21:20–28,2 Corinthians 8:1–15,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,53,,,Week of 17th Sunday in Ordinary Time,FALSE,Th,,,,1 Samuel 8,Esther 6:14–end; Esther 7,Ezekiel 12:17–end,Luke 21:29–end,2 Corinthians 8:16–9:5,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,54,,,Week of 17th Sunday in Ordinary Time,FALSE,F,,,,1 Samuel 9:1–14,Esther 8,Ezekiel 13:1–16,Luke 22:1–13,2 Corinthians 9:6–end,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,55,,,Week of 17th Sunday in Ordinary Time,FALSE,S,,,,1 Samuel 9:15–10:1,Esther 9:20–28,Ezekiel 14:1–11,Luke 22:14–23,2 Corinthians 10,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,56,,,18th Sunday in Ordinary Time,,Su,,,,,,,,,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,57,,,Week of 18th Sunday in Ordinary Time,FALSE,M,,,,1 Samuel 10:1–16,Jeremiah 26,Ezekiel 14:12–end,Luke 22:24–30,2 Corinthians 11:1–15,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,58,,,Week of 18th Sunday in Ordinary Time,FALSE,T,,,,1 Samuel 10:17–end,Jeremiah 28,Ezekiel 18:1–20,Luke 22:31–38,2 Corinthians 11:16–end,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,59,,,Week of 18th Sunday in Ordinary Time,FALSE,W,,,,1 Samuel 11,Jeremiah 29:1–14,Ezekiel 18:21–32,Luke 22:39–46,2 Corinthians 12,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,60,,,Week of 18th Sunday in Ordinary Time,FALSE,Th,,,,1 Samuel 12,Jeremiah 30:1–11,Ezekiel 20:1–20,Luke 22:47–62,2 Corinthians 13,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,61,,,Week of 18th Sunday in Ordinary Time,FALSE,F,,,,1 Samuel 13:5–18,Jeremiah 30:12–22,Ezekiel 20:21–38,Luke 22:63–end,James 1:1–11,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,62,,,Week of 18th Sunday in Ordinary Time,FALSE,S,,,,1 Samuel 13:19–14:15,Jeremiah 31:1–22,Ezekiel 24:15–end,Luke 23:1–12,James 1:12–end,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,63,,,19th Sunday in Ordinary Time,,Su,,,,,,,,,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,64,,,Week of 19th Sunday in Ordinary Time,FALSE,M,,,,1 Samuel 14:24–46,"Jeremiah 31:23–25,31:27–37",Ezekiel 28:1–19,Luke 23:13–25,James 2:1–13,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,65,,,Week of 19th Sunday in Ordinary Time,FALSE,T,,,,1 Samuel 15:1–23,Jeremiah 32:1–15,Ezekiel 33:1–20,Luke 23:26–43,James 2:14–end,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,66,,,Week of 19th Sunday in Ordinary Time,FALSE,W,,,,1 Samuel 16,Jeremiah 33:1–13,Ezekiel 33:21–end,Luke 23:44–56a,James 3,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,67,,,Week of 19th Sunday in Ordinary Time,FALSE,Th,,,,1 Samuel 17:1–30,Jeremiah 33:14–end,Ezekiel 34:1–16,Luke 23:56b–24:12,James 4:1–12,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,68,,,Week of 19th Sunday in Ordinary Time,FALSE,F,,,,1 Samuel 17:31–54,Jeremiah 35,Ezekiel 34:17–end,Luke 24:13–35,James 4:13–5:6,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,69,,,Week of 19th Sunday in Ordinary Time,FALSE,S,,,,1 Samuel 17:55–18:16,Jeremiah 36:1–18,Ezekiel 36:16–36,Luke 24:36–end,James 5:7–end,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,70,,,20th Sunday in Ordinary Time,,Su,,,,,,,,,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,71,,,Week of 20th Sunday in Ordinary Time,FALSE,M,,,,1 Samuel 19:1–18,Jeremiah 36:19–end,Ezekiel 37:1–14,Acts 1:1–14,Mark 1:1–13,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,72,,,Week of 20th Sunday in Ordinary Time,FALSE,T,,,,1 Samuel 20:1–17,Jeremiah 37,Ezekiel 37:15–end,Acts 1:15–end,Mark 1:14–20,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,73,,,Week of 20th Sunday in Ordinary Time,FALSE,W,,,,1 Samuel 20:18–end,Jeremiah 38:1–13,Ezekiel 39:21–end,Acts 2:1–21,Mark 1:21–28,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,74,,,Week of 20th Sunday in Ordinary Time,FALSE,Th,,,,1 Samuel 21:1–22:5,Jeremiah 38:14–end,Ezekiel 43:1–12,Acts 2:22–36,Mark 1:29–end,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,75,,,Week of 20th Sunday in Ordinary Time,FALSE,F,,,,1 Samuel 22:6–end,Jeremiah 39,Ezekiel 44:4–16,Acts 2:37–end,Mark 2:1–12,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,76,,,Week of 20th Sunday in Ordinary Time,FALSE,S,,,,1 Samuel 23,Jeremiah 40,Ezekiel 47:1–12,Acts 3:1–10,Mark 2:13–22,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,77,,,21st Sunday in Ordinary Time,,Su,,,,,,,,,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,78,,,Week of 21st Sunday in Ordinary Time,FALSE,M,,,,1 Samuel 24,Jeremiah 41,Proverbs 1:1–19,Acts 3:11–end,Mark 2:23–3:6,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,79,,,Week of 21st Sunday in Ordinary Time,FALSE,T,,,,1 Samuel 26,Jeremiah 42,Proverbs 1:20–end,Acts 4:1–12,Mark 3:7–19a,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,80,,,Week of 21st Sunday in Ordinary Time,FALSE,W,,,,1 Samuel 28:3–end,Jeremiah 43,Proverbs 2,Acts 4:13–31,Mark 3:19b–end,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,81,,,Week of 21st Sunday in Ordinary Time,FALSE,Th,,,,1 Samuel 31,Jeremiah 44:1–14,Proverbs 3:1–26,Acts 4:32–5:11,Mark 4:1–20,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,82,,,Week of 21st Sunday in Ordinary Time,FALSE,F,,,,2 Samuel 1,Jeremiah 44:15–end,Proverbs 3:27–4:19,Acts 5:12–26,Mark 4:21–34,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,83,,,Week of 21st Sunday in Ordinary Time,FALSE,S,,,,2 Samuel 2:1–11,Jeremiah 45,Proverbs 6:1–19,Acts 5:27–end,Mark 4:35–end,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,84,,,22nd Sunday in Ordinary Time,,Su,,,,,,,,,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,85,,,Week of 22nd Sunday in Ordinary Time,FALSE,M,,,,2 Samuel 3:12–end,Micah 1:1–9,Proverbs 8:1–21,Acts 6,Mark 5:1–20,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,86,,,Week of 22nd Sunday in Ordinary Time,FALSE,T,,,,2 Samuel 5:1–12,Micah 2,Proverbs 8:22–end,Acts 7:1–16,Mark 5:21–34,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,87,,,Week of 22nd Sunday in Ordinary Time,FALSE,W,,,,2 Samuel 6:1–19,Micah 3,Proverbs 9,Acts 7:17–43,Mark 5:35–end,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,88,,,Week of 22nd Sunday in Ordinary Time,FALSE,Th,,,,2 Samuel 7:1–17,Micah 4:1–5:1,Proverbs 10:1–12,Acts 7:44–53,Mark 6:1–13,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,89,,,Week of 22nd Sunday in Ordinary Time,FALSE,F,,,,2 Samuel 7:18–end,Micah 5:2–end,Proverbs 11:1–12,Acts 7:54–8:3,Mark 6:14–29,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,90,,,Week of 22nd Sunday in Ordinary Time,FALSE,S,,,,2 Samuel 9,Micah 6,Proverbs 12:10–end,Acts 8:4–25,Mark 6:30–44,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,91,,,23rd Sunday in Ordinary Time,,Su,,,,,,,,,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,92,,,Week of 23rd Sunday in Ordinary Time,FALSE,M,,,,2 Samuel 11,Micah 7:1–7,Proverbs 14:31–15:17,Acts 8:26–end,Mark 6:45–end,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,93,,,Week of 23rd Sunday in Ordinary Time,FALSE,T,,,,2 Samuel 12:1–25,Micah 7:8–end,Proverbs 15:18–end,Acts 9:1–19a,Mark 7:1–13,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,94,,,Week of 23rd Sunday in Ordinary Time,FALSE,W,,,,2 Samuel 15:1–12,Habakkuk 1:1–11,Proverbs 18:10–end,Acts 9:19b–31,Mark 7:14–23,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,95,,,Week of 23rd Sunday in Ordinary Time,FALSE,Th,,,,2 Samuel 15:13–end,Habakkuk 1:12–2:5,Proverbs 20:1–22,Acts 9:32–end,Mark 7:24–30,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,96,,,Week of 23rd Sunday in Ordinary Time,FALSE,F,,,,2 Samuel 16:1–14,Habakkuk 2:6–end,Proverbs 22:1–16,Acts 10:1–16,Mark 7:31–end,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,97,,,Week of 23rd Sunday in Ordinary Time,FALSE,S,,,,2 Samuel 17:1–23,Habakkuk 3:2–19a,Proverbs 24:23–end,Acts 10:17–33,Mark 8:1–10,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,98,,,24th Sunday in Ordinary Time,,Su,,,,,,,,,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,99,,,Week of 24th Sunday in Ordinary Time,FALSE,M,,,,2 Samuel 18:1–18,Haggai 1:1–11,Proverbs 25:1–14,Acts 10:34–end,Mark 8:11–21,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,100,,,Week of 24th Sunday in Ordinary Time,FALSE,T,,,,2 Samuel 18:19–19:8a,Haggai 1:12–2:9,Proverbs 25:15–end,Acts 11:1–18,Mark 8:22–26,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,101,,,Week of 24th Sunday in Ordinary Time,FALSE,W,,,,2 Samuel 19:8b–23,Haggai 2:10–end,Proverbs 26:12–end,Acts 11:19–end,Mark 8:27–9:1,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,102,,,Week of 24th Sunday in Ordinary Time,FALSE,Th,,,,2 Samuel 19:24–end,Zechariah 1:1–17,Proverbs 27:1–22,Acts 12:1–17,Mark 9:2–13,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,103,,,Week of 24th Sunday in Ordinary Time,FALSE,F,,,,2 Samuel 23:1–7,Zechariah 1:18–end; Zechariah 2,"Proverbs 30:1–9,30:24–31",Acts 12:18–end,Mark 9:14–29,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,104,,,Week of 24th Sunday in Ordinary Time,FALSE,S,,,,2 Samuel 24,Zechariah 3,Proverbs 31:10–end,Acts 13:1–12,Mark 9:30–37,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,105,,,25th Sunday in Ordinary Time,,Su,,,,,,,,,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,106,,,Week of 25th Sunday in Ordinary Time,FALSE,M,,,,1 Kings 1:5–31,Zechariah 4,1 Chronicles 10:1–11:9,Acts 13:13–43,Mark 9:38–end,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,107,,,Week of 25th Sunday in Ordinary Time,FALSE,T,,,,1 Kings 1:32–2:4; 1 Kings 2:10–12,Zechariah 6:9–end,1 Chronicles 13,Acts 13:44–14:7,Mark 10:1–16,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,108,,,Week of 25th Sunday in Ordinary Time,FALSE,W,,,,1 Kings 3,Zechariah 7,1 Chronicles 15:1–16:3,Acts 14:8–end,Mark 10:17–31,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,109,,,Week of 25th Sunday in Ordinary Time,FALSE,Th,,,,1 Kings 4:29–5:12,Zechariah 8:1–8,1 Chronicles 17,Acts 15:1–21,Mark 10:32–34,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,110,,,Week of 25th Sunday in Ordinary Time,FALSE,F,,,,"1 Kings 6:1,6:11–28",Zechariah 8:9–end,1 Chronicles 21:1–22:1,Acts 15:22–35,Mark 10:35–45,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,111,,,Week of 25th Sunday in Ordinary Time,FALSE,S,,,,1 Kings 8:1–30,Zechariah 9:1–12,1 Chronicles 22:2–end,Acts 15:36–16:5,Mark 10:46–end,,,,,,,,,,
